business_id,name,address,city,state,postal_code,latitude,longitude,phone_number
179,SECRET GARDEN TEA HOUSE,721 LINCOLN WAY ,San Francisco,CA,94122.0,37.765933,-122.465809,14158102403.0
180,NENAS RESTAURANT,3459 MISSION ST ,San Francisco,CA,94110.0,37.74146,-122.422484,14152858985.0
184,RADIO HAVANA,1109 VALENCIA ST,San Francisco,CA,94110.0,37.755124,-122.420916,14158247659.0
187,TAZA WRAPS & JUICE,"750 FONT, BLDG B BLVD ",San Francisco,CA,94132.0,37.723054,-122.483612,14153774525.0
190,COURTYARD BY MARRIOTT-STAFF KITCHEN,299 02ND ST ,San Francisco,CA,94105.0,37.785614,-122.396693,14159470700.0
192,ARLEQUIN,384 B HAYES ST ,San Francisco,CA,94102.0,37.777014,-122.422345,14158642693.0
194,BAYSIDE COFFEE SHOP,2011 BAYSHORE BLVD ,San Francisco,CA,94134.0,37.715126,-122.398901,14154672023.0
198,SUBWAY,3801 03RD ST 310,San Francisco,CA,94124.0,37.741829,-122.388098,14158244721.0
200,JIM'S SMOKE SHOP,600 20TH ST ,San Francisco,CA,94107.0,37.760568,-122.387772,14156266750.0
208,CONSTANS GROCERY,4124 03RD ST ,San Francisco,CA,94124.0,37.739961,-122.389003,14158244281.0
216,SORABOL,101 SPEAR ST A12,San Francisco,CA,94105.0,37.792577,-122.393992,14158965959.0
217,PROGRESSIVE GROUNDS,400 CORTLAND AVE ,San Francisco,CA,94110.0,37.739143,-122.417653,14158318616.0
221,NOODLE EXPRESS,1235 VAN NESS AVE ,San Francisco,CA,94109.0,37.787076,-122.421822,
226,GRUMPY'S AMERICAN PUB,125 VALLEJO ST ,San Francisco,CA,94111.0,37.799594,-122.400586,14154343350.0
230,GLOBE EATS INC,290 PACIFIC AVE ,San Francisco,CA,94111.0,37.797738,-122.400603,14155437438.0
231,CAFFE PUCCINI,411 COLUMBUS AVE ,San Francisco,CA,94133.0,37.799087,-122.408488,14159897033.0
234,NEW MOON RESTAURANT,1247 STOCKTON ST ,San Francisco,CA,94133.0,37.797303,-122.408574,14154341128.0
236,GELATO CLASSICO ITALIAN ICE,576 UNION ST ,San Francisco,CA,94133.0,37.800543,-122.408784,14153916667.0
239,JUST WONTON,1241 VICENTE ST ,San Francisco,CA,94116.0,37.739063,-122.480409,14156812999.0
240,MIKI RESTAURANT,3639 BALBOA ST ,San Francisco,CA,94121.0,37.775663,-122.497949,14153870874.0
247,TOY BOAT DESSERT CAFE,401 CLEMENT ST ,San Francisco,CA,94118.0,37.782953,-122.46351,14157517505.0
251,BEANERY INC.,602 IRVING ST ,San Francisco,CA,94122.0,37.764148,-122.464391,14156611090.0
253,ANN'S DONUT COFFEE SHOP,4488 MISSION ST ,San Francisco,CA,94112.0,37.725949,-122.433906,14153341761.0
256,MARCHE CLUB OF S.F.,4346 MISSION ST ,San Francisco,CA,94112.0,37.727983,-122.432101,14152189355.0
258,VIKINGS GIANT SUBMARINE,1300 OCEAN AVE ,San Francisco,CA,94112.0,37.72404,-122.456539,14153334344.0
260,MONTEREY PIZZA,599 MONTEREY BLVD ,San Francisco,CA,94127.0,37.731523,-122.448711,14155855858.0
267,ASA SUSHI,2365 CHESTNUT ST ,San Francisco,CA,94123.0,37.800023,-122.442266,14153458263.0
268,LOS HERMANOS,2026 CHESTNUT ST ,San Francisco,CA,94123.0,37.800767,-122.436924,14159215790.0
272,ON THE BRIDGE,1581 WEBSTER ST #206,San Francisco,CA,94115.0,37.785227,-122.431472,14159227765.0
273,HAI SUN RESTAURANT,3137 LAGUNA ST ,San Francisco,CA,94123.0,37.800133,-122.431064,14153464792.0
275,BEN & JERRY'S,170 O'FARRELL ST BASEMENT,San Francisco,CA,94102.0,37.786548,-122.407313,14152494686.0
276,CORSAGNA,1668 UNION ST ,San Francisco,CA,94123.0,37.79826,-122.426748,14157750527.0
279,INGA DONUTS,1026 HYDE ST ,San Francisco,CA,94109.0,37.790347,-122.417227,14157719611.0
281,PARMA RESTAURANT,3314 STEINER ST ,San Francisco,CA,94123.0,37.799807,-122.437649,14155670500.0
283,HAI KY MI GIA,707 ELLIS ST ,San Francisco,CA,94109.0,37.784193,-122.417967,14157712577.0
286,PUNJAB KABAB HOUSE,101 EDDY ST ,San Francisco,CA,94102.0,37.784303,-122.409647,14154477497.0
290,BISTRO AIX,3340 STEINER ST ,San Francisco,CA,94123.0,37.800187,-122.437756,14152020100.0
298,BAMBOO RESTAURANT,1441 POLK ST ,San Francisco,CA,94109.0,37.790134,-122.420634,14157753679.0
299,YUKOL PLACE THAI CUISINE,2380 LOMBARD ST ,San Francisco,CA,94123.0,37.799287,-122.440624,14159221599.0
300,SUBWAY,2001 VAN NESS AVE ,San Francisco,CA,94109.0,37.794134,-122.423234,14157769929.0
302,MOULIN ROUGE,887 GEARY ST ,San Francisco,CA,94109.0,37.786084,-122.417889,14159280158.0
305,PACIFIC CATCH,2027 CHESTNUT ST ,San Francisco,CA,94123.0,37.800763,-122.436536,14154401950.0
315,THE POSH BAGEL,495A CASTRO ST,San Francisco,CA,94114.0,37.760954,-122.434935,14155309770.0
318,FIRST CUP,2911 VAN NESS AVE ,San Francisco,CA,94109.0,37.802454,-122.424854,14159222054.0
320,NAPOLI PIZZA RESTAURANT,1045 POLK ST ,San Francisco,CA,94109.0,37.786545,-122.419894,14158852222.0
323,WAYO,1407 VAN NESS AVE ,San Francisco,CA,94109.0,37.788609,-122.42213,14154748369.0
325,MIFUNE RESTAURANT,1737 POST ST ,San Francisco,CA,94115.0,37.785457,-122.430317,14159220337.0
326,TEN ICHI RESTAURANT,2235 FILLMORE ST ,San Francisco,CA,94115.0,37.790333,-122.434144,14153463477.0
328,MIYAKO,1470 FILLMORE ST,San Francisco,CA,94115.0,37.783017,-122.432584,14159213592.0
335,POLKERS,2226 POLK ST ,San Francisco,CA,94109.0,37.797296,-122.421967,14155726214.0
337,GORDO TAQUERIA #2,1239 09TH AVE ,San Francisco,CA,94122.0,37.758941,-122.48591,14155666011.0
379,GIANT SCOOP,2708 SAN BRUNO AVE ,San Francisco,CA,94134.0,37.727468,-122.403582,14154675051.0
383,KING LING,683 GEARY ST,San Francisco,CA,94102.0,37.786543,-122.414536,14155671888.0
384,RINCONSITO SALVADORENO,3829 MISSION ST ,San Francisco,CA,94110.0,37.73571,-122.424528,14152829114.0
385,REINA RESTAURANT,5479 MISSION ST ,San Francisco,CA,94112.0,37.712927,-122.444358,14155857694.0
386,ADELITA'S CAKES,3780 MISSION ST ,San Francisco,CA,94110.0,37.736304,-122.424432,14158244584.0
389,CAFE ELENA,1 MARKET ST ,San Francisco,CA,94105.0,37.794347,-122.394932,14155438933.0
393,SUPER STAR RESTAURANT,4919 MISSION ST B,San Francisco,CA,94112.0,37.719692,-122.438575,14155854360.0
394,SF MARRIOTT HOTEL PANTRY 5/F,55 04TH ST ,San Francisco,CA,94103.0,37.784964,-122.404752,14158961600.0
395,SF MARRIOTT HOTEL PANTRY 4/F,55 04TH ST ,San Francisco,CA,94103.0,37.784964,-122.404752,14158961600.0
397,SF MARRIOTT VIEW LOUNGE PANTRY,55 04TH ST ,San Francisco,CA,94103.0,37.784964,-122.404752,14158961600.0
400,COW HOLLOW CATERING,3301 LYON ST ,San Francisco,CA,94123.0,37.801401,-122.447857,
403,HAAGEN-DAZS #561,865 MARKET ST ,San Francisco,CA,94103.0,37.784317,-122.407563,14158961550.0
409,EL FARO,82 01ST ST ,San Francisco,CA,94105.0,37.788613,-122.393894,14152250487.0
413,HOUSE OF HUNAN,2 TOWNSEND ST ,San Francisco,CA,94107.0,37.757923,-122.393914,14158962638.0
415,CAFE MADELEINE,43 O'FARRELL ST,San Francisco,CA,94108.0,37.786698,-122.405473,14152919033.0
420,BUSTER'S,366 COLUMBUS AVE ,San Francisco,CA,94133.0,37.798444,-122.407444,14155761513.0
421,CAFFE ROMA COFFEE ROASTING CO,526 COLUMBUS AVE ,San Francisco,CA,94133.0,37.799845,-122.409434,14152967662.0
422,MICHELANGELO CAFFE,579 COLUMBUS AVE ,San Francisco,CA,94133.0,37.800166,-122.410006,14159864058.0
423,ORALE ORALE INC,113 SACRAMENTO ST ,San Francisco,CA,94111.0,37.794501,-122.39716,14152919772.0
424,CHATZ,301 ARKANSAS ST ,San Francisco,CA,94107.0,37.762334,-122.398416,14153261575.0
428,CAFFE AMBROSIA,14 TRINITY PL ,San Francisco,CA,94104.0,37.790109,-122.402597,14153620538.0
429,CALZONE'S,430 COLUMBUS AVE ,San Francisco,CA,94133.0,37.798965,-122.408204,14153973600.0
430,ROSE PISTOLA,532 COLUMBUS AVE ,San Francisco,CA,94133.0,37.799915,-122.409544,14153990499.0
431,BOHEMIAN CIGAR STORE,566 COLUMBUS AVE ,San Francisco,CA,94133.0,37.800135,-122.409854,14153620536.0
435,VIENI-VIENI,1431 STOCKTON ST ,San Francisco,CA,94133.0,37.798914,-122.408885,14153917633.0
436,NORTH BEACH RESTAURANT,1512 STOCKTON ST ,San Francisco,CA,94133.0,37.799646,-122.408939,14153921700.0
438,HAWAII WEST,729 VALLEJO ST ,San Francisco,CA,94133.0,37.798494,-122.409337,14153623220.0
442,MY CANH RESTAURANT,626 BROADWAY ST ,San Francisco,CA,94133.0,37.797828,-122.407474,14153978888.0
443,THE STINKING ROSE,325 COLUMBUS AVE ,San Francisco,CA,94133.0,37.798306,-122.407327,14159817673.0
447,L'OSTERIA DEL FORNO,519 COLUMBUS AVE ,San Francisco,CA,94133.0,37.799837,-122.409517,14159821124.0
448,YUET LEE RESTAURANT,1300 STOCKTON ST ,San Francisco,CA,94133.0,37.797817,-122.408597,14159826020.0
462,GARDEN OF EDEN,529 BROADWAY ST ,San Francisco,CA,94133.0,37.797933,-122.406018,14153972596.0
463,SAM'S PIZZA,618 BROADWAY ST ,San Francisco,CA,94133.0,37.797828,-122.407444,14153911539.0
468,TAQUERIA ZORRO,308 COLUMBUS AVE ,San Francisco,CA,94133.0,37.798065,-122.406855,14153929677.0
469,VIVA PIZZA RESTAURANT,318 COLUMBUS AVE ,San Francisco,CA,94133.0,37.798065,-122.406855,14153925700.0
470,FRANCHINO,347 COLUMBUS AVE ,San Francisco,CA,94133.0,37.798427,-122.407507,14159822157.0
473,CAFFE GRECO,423 COLUMBUS AVE ,San Francisco,CA,94133.0,37.79886,-122.408204,14153976262.0
475,MARA'S,503 COLUMBUS AVE ,San Francisco,CA,94133.0,37.799501,-122.409084,14153979435.0
477,IL POLLAIO,555 COLUMBUS AVE ,San Francisco,CA,94133.0,37.800036,-122.409817,14153627727.0
479,RISTORANTE IDEALE,1309 GRANT AVE ,San Francisco,CA,94133.0,37.799003,-122.407274,14153914129.0
480,MO'S GRILL,1322 GRANT AVE ,San Francisco,CA,94133.0,37.799058,-122.407217,14157883779.0
483,MAYKADEH RESTAURANT,470 GREEN ST ,San Francisco,CA,94133.0,37.799758,-122.407113,14153628286.0
484,COLUMBUS CAFE,562 GREEN ST ,San Francisco,CA,94133.0,37.799598,-122.408394,14155169576.0
485,"SILVERHAT BAR, INC",678 GREEN ST ,San Francisco,CA,94133.0,37.799388,-122.410223,14154214284.0
486,TOMMASO,1042 KEARNY ST ,San Francisco,CA,94133.0,37.797398,-122.405322,14153989696.0
488,THE HOUSE,1230 GRANT AVE ,San Francisco,CA,94133.0,37.798519,-122.407071,14159868612.0
489,DOL-HO RESTAURANT,808 PACIFIC AVE ,San Francisco,CA,94133.0,37.796718,-122.408714,14153922828.0
494,SAN FRANCISCO ATHLETIC CLUB,1630 STOCKTON ST ,San Francisco,CA,94133.0,37.800897,-122.409189,14157810165.0
496,CAFFE TRIESTE,601 VALLEJO ST ,San Francisco,CA,94133.0,37.798744,-122.407408,14159822605.0
500,ROXANNE CAFE,570 POWELL ST,San Francisco,CA,94108.0,37.790003,-122.408688,14159895555.0
502,COURTYARD BY MARRIOTT-COFFEE SHOP,299 02ND ST ,San Francisco,CA,94105.0,37.785614,-122.396693,14159470700.0
503,KIJI RESTAURANT,1009 GUERRERO ST,San Francisco,CA,94110.0,37.754923,-122.423126,14159710730.0
505,QUICKLY,5301 MISSION ST ,San Francisco,CA,94112.0,37.714458,-122.44277,14159391812.0
507,VIKING'S GIANT SUB,2906 DIAMOND ST ,San Francisco,CA,94131.0,37.733449,-122.434241,14155865333.0
509,CAFE BAKERY,1365 NORIEGA ST ,San Francisco,CA,94122.0,37.75409,-122.478248,14156616116.0
510,DONUT TIME,2401 NORIEGA ST ,San Francisco,CA,94122.0,37.753633,-122.48954,14157538997.0
519,SHERATON PALACE - EMP.  CAFETERIA,2 NEW MONTGOMERY ST ,San Francisco,CA,94105.0,37.788286,-122.401543,14155121111.0
520,DAILY HEALTH,1235 09TH AVE ,San Francisco,CA,94122.0,37.758941,-122.48591,14156817675.0
522,BOUDIN SOURDOUGH BAKERY,3251 20TH AVE ,San Francisco,CA,94132.0,37.728497,-122.475639,14155641849.0
527,MELISA'S CHINESE CUISINE,0450 BALBOA ST ,San Francisco,CA,94118.0,37.777292,-122.463496,14153871680.0
529,NIZARIO'S PIZZA,3840 GEARY BLVD ,San Francisco,CA,94118.0,37.781278,-122.460661,14157527777.0
538,MARNEE THAI RESTAURANT,2225 IRVING ST ,San Francisco,CA,94122.0,37.763343,-122.481809,14156659500.0
539,EL SALVADOR RESTAURANT,2278 MISSION ST ,San Francisco,CA,94110.0,37.760579,-122.41932,
542,HAMBURGER HAVEN,800 CLEMENT ST ,San Francisco,CA,94118.0,37.782799,-122.467852,14153873260.0
544,THAI TIME RESTAURANT,315 08TH AVE ,San Francisco,CA,94118.0,37.782534,-122.466615,14153877992.0
547,LITTLE HENRY'S,3600 BALBOA ST ,San Francisco,CA,94121.0,37.775728,-122.497522,14153878761.0
551,GORDO TAQUERIA #1,2252 CLEMENT ST ,San Francisco,CA,94121.0,37.782107,-122.483631,14153874484.0
552,LOI'S VIETNAMESE RESTAURANT,2228 IRVING ST ,San Francisco,CA,94122.0,37.763428,-122.481736,14156615936.0
557,KATIA'S,600 05TH AVE ,San Francisco,CA,94118.0,37.77721,-122.462874,14156689292.0
558,CAJUN PACIFIC,4542 IRVING ST ,San Francisco,CA,94122.0,37.762304,-122.506543,14155046652.0
562,DESTINO RESTAURANT,1815 MARKET ST ,San Francisco,CA,94103.0,37.771437,-122.423892,14156439016.0
567,SAN FRANCISCO SOUP COMPANY,1 MARKET ST ,San Francisco,CA,94105.0,37.794347,-122.394932,14155197687.0
573,MUFFIN'S MUFFIN,123 02ND ST ,San Francisco,CA,94105.0,37.787755,-122.399372,14158827355.0
580,TACO LOS ALTOS,737 CORTLAND AVE ,San Francisco,CA,94110.0,37.738979,-122.414971,14158210701.0
587,NEW TSING TAO RESTAURANT,811 ULLOA ST ,San Francisco,CA,94127.0,37.740654,-122.465389,14155669559.0
588,BURRITO EXPRESS,1601 TARAVAL ST ,San Francisco,CA,94116.0,37.742673,-122.48334,14155668300.0
589,WON TON HOUSE,1325 NORIEGA ST ,San Francisco,CA,94122.0,37.754106,-122.477841,14157536688.0
591,YOU SEE SUSHI,94 JUDAH ST ,San Francisco,CA,94122.0,37.762378,-122.462692,14156814010.0
597,CAFFE DEL SOLE,4342 CALIFORNIA ST ,San Francisco,CA,94118.0,37.785068,-122.464194,14152213955.0
606,TSING TAO RESTAURANT,3107 CLEMENT ST ,San Francisco,CA,94121.0,37.781624,-122.492609,14153872344.0
610,POMELO,92 JUDAH ST ,San Francisco,CA,94122.0,37.762378,-122.462692,14157316175.0
615,J & A RESTAURANT,5712 MISSION ST ,San Francisco,CA,94112.0,37.709857,-122.449709,14153376688.0
619,A-1 BAKERY,1727 OCEAN AVE ,San Francisco,CA,94112.0,37.724824,-122.460726,14155846923.0
625,CALIFORNIA TENNIS CLUB,2455 BUSH ST ,San Francisco,CA,94115.0,37.786463,-122.437657,14153463611.0
627,EDDIES CAFE,800 DIVISADERO ST ,San Francisco,CA,94117.0,37.776898,-122.438098,14155639780.0
628,EL BURRITO EXPRESS #2,1812 DIVISADERO ST ,San Francisco,CA,94115.0,37.786407,-122.440057,14157761246.0
631,SUBWAY SANDWICHES & SALADS,1500 FILLMORE ST ,San Francisco,CA,94115.0,37.78332,-122.432647,14157715583.0
634,KING LEE'S RESTAURANT,1426A FILLMORE ST ,San Francisco,CA,94115.0,37.782632,-122.432504,14155631918.0
639,SWAN OYSTER DEPOT,1517 POLK ST ,San Francisco,CA,94109.0,37.790734,-122.420783,14156731101.0
642,ANDERSEN BAKERY,1737 POST ST ,San Francisco,CA,94115.0,37.785457,-122.430317,14155675712.0
645,TAN-TAN,1825 POST ST #223,San Francisco,CA,94115.0,37.785274,-122.431918,14153466260.0
659,GOLDEN COFFEE,901 SUTTER ST ,San Francisco,CA,94109.0,37.788322,-122.415218,14159220537.0
665,BRAZEN HEAD RESTAURANT,3166 BUCHANAN ST ,San Francisco,CA,94123.0,37.799218,-122.432517,14159217600.0
670,VIKINGS GIANT SUBMARINE SANDWICHES,1418 LOMBARD ST ,San Francisco,CA,94123.0,37.801334,-122.424905,14156735619.0
687,KITCHEN KURA,1525 IRVING ST ,San Francisco,CA,94122.0,37.763638,-122.474196,14157312054.0
691,MARINA SUBMARINE,2299 UNION ST ,San Francisco,CA,94123.0,37.796893,-122.436847,
695,BARBARY COAST PASTRY & COFFEE,55 CYRIL MAGNIN ST ,San Francisco,CA,94102.0,37.784965,-122.408614,14159893883.0
703,THEM KY RESTAURANT,717 ELLIS ST ,San Francisco,CA,94109.0,37.784193,-122.417967,14154418525.0
709,MONG THU COFFEE SHOP,248 HYDE ST,San Francisco,CA,94102.0,37.783041,-122.415719,14159286724.0
726,BEN WAH RESTAURANT,2786 CALIFORNIA ST ,San Francisco,CA,94115.0,37.788138,-122.440174,14159210188.0
727,FOOD INC.,2800 CALIFORNIA ST ,San Francisco,CA,94115.0,37.788068,-122.440705,14159283728.0
729,ASHOKA INDIAN CUISINE,2034 CHESTNUT ST ,San Francisco,CA,94123.0,37.800758,-122.437024,14155678124.0
741,MOZZARELLA DI BUFALA PIZZERIA II,069 WEST PORTAL AVE ,San Francisco,CA,94127.0,37.740052,-122.466544,14156618900.0
744,CAFE BELLINI,865 MARKET ST C45,San Francisco,CA,94103.0,37.784317,-122.407563,14153481075.0
758,BAKERY/ICE CREAM/STOREROOM,2 NEW MONTGOMERY ST ,San Francisco,CA,94105.0,37.788286,-122.401543,14155121111.0
760,TART TO TART,90 NEW MONTGOMERY ST ,San Francisco,CA,94105.0,37.787598,-122.40071,14156828135.0
765,APERTO RESTAURANT,1434 18TH ST ,San Francisco,CA,94107.0,37.762568,-122.397192,14152521625.0
768,MOSHI MOSHI,2092 03RD ST ,San Francisco,CA,94107.0,37.763187,-122.388895,14158618285.0
773,MARIPOSA HUNTERS POINT YACHT CLUB,405 TERRY FRANCOIS BLVD ,San Francisco,CA,94107.0,37.77325,-122.387222,
774,BAY VIEW BOAT CLUB,429 TERRY FRANCOIS ST,San Francisco,CA,94107.0,37.772667,-122.387032,14155647650.0
786,PIPERADE,1015 BATTERY ST ,San Francisco,CA,94111.0,37.800674,-122.401484,14155430573.0
792,BOUDIN BAKERY,PIER 39  FRONT,San Francisco,CA,94133.0,37.791924,-122.398588,14154210185.0
795,BEN & JERRY'S,PIER 41,San Francisco,CA,94133.0,37.808494,-122.412,14152494680.0
796,HUNAN RESTAURANT,924 SANSOME ST ,San Francisco,CA,94111.0,37.798987,-122.402307,14159567727.0
798,SUSHI RAPTURE,1400 LEAVENWORTH ST ,San Francisco,CA,94109.0,37.793997,-122.416267,14153591388.0
799,COURTYARD BY MARRIOTT AT FISHERMAN'S WHARF,580 BEACH ST ,San Francisco,CA,94133.0,37.806964,-122.41862,14157753800.0
809,TRIPTYCH,1155 FOLSOM ST ,San Francisco,CA,94103.0,37.775797,-122.409002,14152863287.0
811,EDEN PLAZA CAFE,600 HARRISON ST ,San Francisco,CA,94107.0,37.783954,-122.395699,14157774709.0
816,B & J QUARTER POUNDER BURGERS,6202 03RD ST ,San Francisco,CA,94124.0,37.722374,-122.395841,14154674560.0
821,LA SANTANECA,3781 MISSION ST ,San Francisco,CA,94110.0,,,14156481034.0
824,BABY'S EATERY AND PALABOK,4609 MISSION ST ,San Francisco,CA,94112.0,37.724579,-122.434879,14155850990.0
826,ANGELINA'S DELI-CAFE & CATERING,6000 CALIFORNIA ST ,San Francisco,CA,94121.0,37.784038,-122.481982,14152217801.0
827,TAQUERIA EL FAROLITO NO. 2,4817 MISSION ST ,San Francisco,CA,94112.0,37.721251,-122.437385,14153375500.0
830,LOS PLANES DE RENDEROS,12 PERSIA AVE ,San Francisco,CA,94112.0,37.723078,-122.435966,14155858645.0
835,KAM PO KITCHEN,801 BROADWAY ST ,San Francisco,CA,94133.0,37.797223,-122.410513,14159823516.0
840,MOLINARI DELICATESSEN,373 COLUMBUS AVE ,San Francisco,CA,94133.0,37.798556,-122.407707,
842,DA FLORA,701 COLUMBUS AVE ,San Francisco,CA,94133.0,37.801086,-122.411411,14159814664.0
843,ESTIA RESTAURANT,1224 GRANT AVE ,San Francisco,CA,94133.0,37.798328,-122.407067,14159898484.0
845,CAFE JACQUELINE,1454 GRANT AVE ,San Francisco,CA,94133.0,37.800428,-122.407517,14159815565.0
847,GOLDEN BOY PIZZA,542 GREEN ST ,San Francisco,CA,94133.0,37.799648,-122.408033,14159829738.0
850,CAFFE SPORT,574 GREEN ST ,San Francisco,CA,94133.0,37.799588,-122.408514,14157249573.0
852,NEW HOLLYWOOD BAKERY & RESTAURANT,652 PACIFIC AVE ,San Francisco,CA,94133.0,,,14153979919.0
854,FIRENZE BY NIGHT,1421 STOCKTON ST,San Francisco,CA,94133.0,37.798914,-122.408885,14153928585.0
856,DELFINA RESTAURANT,3621 18TH ST ,San Francisco,CA,94110.0,37.761514,-122.424318,14155524094.0
874,PANCHO'S SALSA BAR & GRILL,1639 POLK ST ,San Francisco,CA,94109.0,37.792093,-122.421024,14154742280.0
876,"PATPONG THAI CUISINE, INC.",2415 CLEMENT ST ,San Francisco,CA,94121.0,37.781973,-122.48522,14153799726.0
880,DELICIOUS DIM SUM,752 JACKSON ST ,San Francisco,CA,94133.0,37.795974,-122.407574,14157810721.0
884,HOUSE OF NANKING,919 KEARNY ST ,San Francisco,CA,94133.0,37.796463,-122.405224,14154211429.0
886,LE PETIT CAFE,1 MARITIME PLAZA  ,San Francisco,CA,94111.0,37.795227,-122.39914,14159518514.0
891,LUCKY CREATION VEGETARIAN RESTAURANT LLC,854 WASHINGTON ST ,San Francisco,CA,94108.0,37.795078,-122.407433,14159890818.0
892,HAPPY DONUTS,100 BUSH ST #101,San Francisco,CA,94104.0,37.791348,-122.399834,14153986769.0
902,MARCELLO'S PIZZA,420 CASTRO ST ,San Francisco,CA,94114.0,37.762057,-122.435145,14158633900.0
